link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27],dst[28],dst[29],dst[30]
6372,1438,1437,2,176128,11460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,1451,1450,2,176128,11461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380,1464,1463,2,176128,11461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,876,6203,2,8,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,877,6204,1,1,6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,878,6205,2,8,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,878,6205,2,8,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391,879,6206,2,8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,880,6207,1,1,6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,881,6208,2,8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,881,6208,2,8,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399,883,6209,2,4096,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,883,6209,2,4096,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,883,6209,2,4096,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,885,6210,2,64,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,886,6211,1,4,6210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,886,6211,1,4,6210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409,887,6212,2,64,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,887,6212,2,64,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,888,6213,2,8192,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
6415,889,6214,1,1024,6213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,889,6214,1,1024,6213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,890,6215,2,8192,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
6419,890,6215,2,8192,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
6474,907,6223,2,176128,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475,907,6223,2,176128,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476,907,6223,2,176128,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479,908,6224,2,176128,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480,908,6224,2,176128,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,908,6224,2,176128,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,909,6225,2,176128,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,909,6225,2,176128,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,909,6225,2,176128,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,910,6226,2,176128,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,910,6226,2,176128,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491,910,6226,2,176128,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,911,6227,2,176128,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495,911,6227,2,176128,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496,911,6227,2,176128,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499,912,6228,2,176128,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,912,6228,2,176128,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,912,6228,2,176128,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,913,6229,1,128,6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,914,6230,1,128,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,914,6230,1,128,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,915,6231,2,1024,6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,916,6232,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,923,6234,2,1376,14722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,923,6234,2,1376,14720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532,926,6235,2,1376,14722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,926,6235,2,1376,14720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,929,6236,2,1376,14723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536,929,6236,2,1376,14721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,932,6237,2,1376,14721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,932,6237,2,1376,14723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,935,6238,2,1376,14724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542,935,6238,2,1376,14724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,938,6239,2,1376,14724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,938,6239,2,1376,14724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,988,6241,2,1376,15071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,988,6241,2,1376,15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564,991,6242,2,1376,15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,991,6242,2,1376,15071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,994,6243,2,1376,15071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,994,6243,2,1376,15068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,997,6244,2,1376,15071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,997,6244,2,1376,15068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573,1000,6245,2,1376,15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,1000,6245,2,1376,15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,1003,6246,2,1376,15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,1003,6246,2,1376,15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,1091,6248,2,1376,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,1091,6248,2,1376,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,1094,6249,2,1376,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,1094,6249,2,1376,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,1097,6250,2,1376,15376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,1097,6250,2,1376,15820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,1100,6251,2,1376,15376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,1100,6251,2,1376,15820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,1103,6252,2,1376,15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,1103,6252,2,1376,15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,1106,6253,2,1376,15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,1106,6253,2,1376,15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,1156,6255,2,1376,15722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,1156,6255,2,1376,15725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,1159,6256,2,1376,15725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,1159,6256,2,1376,15722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,1162,6257,2,1376,15724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,1162,6257,2,1376,15723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,1165,6258,2,1376,15723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,1165,6258,2,1376,15724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,1168,6259,2,1376,15726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,1168,6259,2,1376,15726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,1171,6260,2,1376,15726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,1171,6260,2,1376,15726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079,9984,9982,2,172,12435,12924,13408,13894,14376,,,,,,,,,,,,,,,,,,,,,,,,,,
10078,9984,9982,2,1376,11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,9984,9982,2,172,12435,12924,13408,13894,14376,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,9984,9982,2,1376,11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,10082,10080,2,172,12435,12924,13408,13894,14376,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,10082,10080,2,1376,11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,10082,10080,2,1376,11952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005,10082,10080,2,172,12434,12923,13406,13892,14374,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,10180,10178,2,172,12436,12925,13407,13893,14375,,,,,,,,,,,,,,,,,,,,,,,,,,
10274,10180,10178,2,1376,11953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,10180,10178,2,172,12436,12925,13407,13893,14375,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,10180,10178,2,1376,11953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10373,10278,10276,2,172,12436,12925,13407,13893,14375,,,,,,,,,,,,,,,,,,,,,,,,,,
10372,10278,10276,2,1376,11953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,10278,10276,2,1376,11948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,10278,10276,2,172,12433,12919,13405,13888,14370,,,,,,,,,,,,,,,,,,,,,,,,,,
10471,10376,10374,2,172,12439,12922,13411,13891,14373,,,,,,,,,,,,,,,,,,,,,,,,,,
10470,10376,10374,2,1376,11951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,10376,10374,2,172,12439,12922,13411,13891,14373,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,10376,10374,2,1376,11951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569,10474,10472,2,172,12439,12922,13411,13891,14373,,,,,,,,,,,,,,,,,,,,,,,,,,
10568,10474,10472,2,1376,11951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,10474,10472,2,172,12437,12920,13409,13889,14371,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,10474,10472,2,1376,11949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10667,10572,10570,2,172,12438,12921,13410,13890,14372,,,,,,,,,,,,,,,,,,,,,,,,,,
10666,10572,10570,2,1376,11950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,10572,10570,2,1376,11950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,10572,10570,2,172,12438,12921,13410,13890,14372,,,,,,,,,,,,,,,,,,,,,,,,,,
10765,10670,10668,2,172,12438,12921,13410,13890,14372,,,,,,,,,,,,,,,,,,,,,,,,,,
10764,10670,10668,2,1376,11950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,11016,11453,2,176128,1237,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11470,11017,11454,2,176128,11453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11475,11018,11455,2,176128,11454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11476,11018,11455,2,176128,11454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481,11019,11456,2,176128,11455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11482,11019,11456,2,176128,11455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11484,11020,11457,2,176128,11456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,11021,11458,2,176128,11456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11491,11022,11459,2,176128,11456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11496,11023,11460,2,176128,11455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11497,11023,11460,2,176128,11459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11502,11024,11461,2,176128,11455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,11024,11461,2,176128,11459,11460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11505,11025,11462,2,176128,11454,11461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11506,11025,11462,2,176128,11454,11457,11460,11461,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,11026,11463,2,176128,1237,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,11026,11463,2,176128,1237,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,11508,11948,2,1376,1260,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964,11509,11949,2,1376,11948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11968,11510,11950,2,1376,11949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11972,11511,11951,2,1376,11949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11976,11512,11952,2,1376,11948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11980,11513,11953,2,1376,11952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11984,11514,11954,2,1376,11952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11988,11515,11955,2,1376,11948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,11516,11956,2,1376,1260,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,11516,11956,2,1376,1260,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,11990,12432,2,1376,1283,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12449,11991,12433,2,1376,12432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450,11991,12433,2,1376,12432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12454,11992,12434,2,1376,12433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12458,11993,12435,2,1376,12434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12462,11994,12436,2,1376,12434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12466,11995,12437,2,1376,12433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12470,11996,12438,2,1376,12437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12474,11997,12439,2,1376,12437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,11998,12440,2,1376,1283,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,11998,12440,2,1376,1283,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,12476,12918,2,1376,1306,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12935,12477,12919,2,1376,12918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12936,12477,12919,2,1376,12918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12940,12478,12920,2,1376,12919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12944,12479,12921,2,1376,12920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12948,12480,12922,2,1376,12920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12952,12481,12923,2,1376,12919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12956,12482,12924,2,1376,12923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12960,12483,12925,2,1376,12923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,12484,12926,2,1376,1306,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,12484,12926,2,1376,1306,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,12962,13404,2,1376,1329,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13421,12963,13405,2,1376,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13422,12963,13405,2,1376,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13426,12964,13406,2,1376,13405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13430,12965,13407,2,1376,13406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13434,12966,13408,2,1376,13406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13438,12967,13409,2,1376,13405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13442,12968,13410,2,1376,13409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13446,12969,13411,2,1376,13409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,12970,13412,2,1376,1329,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,12970,13412,2,1376,1329,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,13448,13888,2,1376,1352,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13904,13449,13889,2,1376,13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908,13450,13890,2,1376,13889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13912,13451,13891,2,1376,13889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13916,13452,13892,2,1376,13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13920,13453,13893,2,1376,13892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13924,13454,13894,2,1376,13892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13928,13455,13895,2,1376,13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,13456,13896,2,1376,1352,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,13456,13896,2,1376,1352,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,13930,14370,2,1376,1375,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14386,13931,14371,2,1376,14370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14390,13932,14372,2,1376,14371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14394,13933,14373,2,1376,14371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14398,13934,14374,2,1376,14370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14402,13935,14375,2,1376,14374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14406,13936,14376,2,1376,14374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14410,13937,14377,2,1376,14370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,13938,14378,2,1376,1375,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,13938,14378,2,1376,1375,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,14412,14718,2,1376,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,14412,14718,2,1376,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14732,14413,14719,2,1376,14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14736,14414,14720,2,1376,14719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14740,14415,14721,2,1376,14719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14745,14416,14722,2,1376,14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14746,14416,14722,2,1376,14719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14747,14416,14722,2,1376,14720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14748,14416,14722,2,1376,14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14751,14417,14723,2,1376,14722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14752,14417,14723,2,1376,14721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14757,14418,14724,2,1376,14722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14758,14418,14724,2,1376,14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,14759,15065,2,1376,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,14759,15065,2,1376,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15079,14760,15066,2,1376,15065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15083,14761,15067,2,1376,15065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15087,14762,15068,2,1376,15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15091,14763,15069,2,1376,15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15095,14764,15070,2,1376,15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15096,14764,15070,2,1376,15065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15097,14764,15070,2,1376,15065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15102,14765,15071,2,1376,15068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15103,14765,15071,2,1376,15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15104,14765,15071,2,1376,15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15105,14765,15071,2,1376,15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,15106,15371,2,1376,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,15106,15371,2,1376,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15384,15107,15372,2,1376,15371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15385,15107,15372,2,1376,15371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15390,15108,15373,2,1376,15371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15391,15108,15373,2,1376,15372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15395,15109,15374,2,1376,15371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15406,15111,15376,2,1376,15820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15407,15111,15376,2,1376,15821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15412,15112,15377,2,1376,15821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15413,15112,15377,2,1376,15374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,15414,15720,2,1376,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
6623,15414,15720,2,1376,9982,10080,10178,10276,10374,10472,10570,10668,,,,,,,,,,,,,,,,,,,,,,,
15734,15415,15721,2,1376,15720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15738,15416,15722,2,1376,15721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15742,15417,15723,2,1376,15721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15747,15418,15724,2,1376,15720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15748,15418,15724,2,1376,15721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15749,15418,15724,2,1376,15723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15750,15418,15724,2,1376,15720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15753,15419,15725,2,1376,15724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15754,15419,15725,2,1376,15722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759,15420,15726,2,1376,15724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15760,15420,15726,2,1376,15720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
