link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26]
5474,807,5292,2,8192,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5476,808,5293,1,1024,5292,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,808,5293,1,1024,5292,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,809,5294,2,8192,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5480,809,5294,2,8192,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5527,824,5301,2,212992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,824,5301,2,212992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,824,5301,2,212992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,825,5302,2,212992,1272,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,825,5302,2,212992,1272,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,825,5302,2,212992,1272,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,826,5303,2,212992,1285,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,826,5303,2,212992,1285,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,826,5303,2,212992,1285,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,827,5304,2,212992,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,827,5304,2,212992,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,827,5304,2,212992,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,828,5305,2,212992,1311,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,828,5305,2,212992,1311,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,828,5305,2,212992,1311,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,829,5306,1,128,5309,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,830,5307,1,128,5306,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,830,5307,1,128,5306,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,831,5308,2,1024,5306,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,832,5309,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,839,5311,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,839,5311,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,842,5312,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,842,5312,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,845,5313,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,845,5313,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,848,5314,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,848,5314,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,851,5315,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,851,5315,2,1664,10684,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,896,5317,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,896,5317,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,899,5318,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,899,5318,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,902,5319,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,902,5319,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,905,5320,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,905,5320,2,1664,10810,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,908,5321,2,1664,10809,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,908,5321,2,1664,10809,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,991,5323,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,991,5323,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,994,5324,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,994,5324,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,997,5325,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,997,5325,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,1000,5326,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,1000,5326,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,1003,5327,2,1664,10936,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,1003,5327,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,1048,5329,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,1048,5329,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,1051,5330,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,1051,5330,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,1054,5331,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,1054,5331,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,1057,5332,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,1057,5332,2,1664,11062,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,1060,5333,2,1664,11061,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,1060,5333,2,1664,11061,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,9012,9010,2,208,10196,10318,10438,10560,,,,,,,,,,,,,,,,,,,,,,,
9104,9012,9010,2,1664,10076,,,,,,,,,,,,,,,,,,,,,,,,,,
9608,9012,9010,2,1664,10076,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,9012,9010,2,208,10196,10318,10438,10560,,,,,,,,,,,,,,,,,,,,,,,
9201,9108,9106,2,208,10196,10318,10438,10560,,,,,,,,,,,,,,,,,,,,,,,
9200,9108,9106,2,1664,10076,,,,,,,,,,,,,,,,,,,,,,,,,,
9610,9108,9106,2,1664,10075,,,,,,,,,,,,,,,,,,,,,,,,,,
9611,9108,9106,2,208,10196,10317,10438,10559,,,,,,,,,,,,,,,,,,,,,,,
9297,9204,9202,2,208,10196,10318,10438,10560,,,,,,,,,,,,,,,,,,,,,,,
9296,9204,9202,2,1664,10076,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,9204,9202,2,208,10196,10318,10438,10560,,,,,,,,,,,,,,,,,,,,,,,
9613,9204,9202,2,1664,10076,,,,,,,,,,,,,,,,,,,,,,,,,,
9393,9300,9298,2,208,10196,10318,10438,10560,,,,,,,,,,,,,,,,,,,,,,,
9392,9300,9298,2,1664,10076,,,,,,,,,,,,,,,,,,,,,,,,,,
9614,9300,9298,2,208,10196,10317,10438,10559,,,,,,,,,,,,,,,,,,,,,,,
9615,9300,9298,2,1664,10075,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,9396,9394,2,208,10196,10317,10438,10559,,,,,,,,,,,,,,,,,,,,,,,
9488,9396,9394,2,1664,10075,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,9616,9930,2,212992,1121,1134,,,,,,,,,,,,,,,,,,,,,,,,,
9945,9617,9931,2,212992,9930,,,,,,,,,,,,,,,,,,,,,,,,,,
9946,9617,9931,2,212992,9930,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,9618,9932,2,212992,9931,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,9618,9932,2,212992,9931,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,9618,9932,2,212992,9931,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,9619,9933,2,212992,9932,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,9619,9933,2,212992,9932,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,9620,9934,2,212992,9932,,,,,,,,,,,,,,,,,,,,,,,,,,
9964,9620,9934,2,212992,9931,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,9620,9934,2,212992,9930,9932,9933,,,,,,,,,,,,,,,,,,,,,,,,
5488,9621,9935,2,212992,1121,1134,,,,,,,,,,,,,,,,,,,,,,,,,
5489,9621,9935,2,212992,1121,1134,,,,,,,,,,,,,,,,,,,,,,,,,
9968,9621,9935,2,212992,9934,,,,,,,,,,,,,,,,,,,,,,,,,,
9969,9621,9935,2,212992,9934,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,9970,10075,2,1664,1144,1157,,,,,,,,,,,,,,,,,,,,,,,,,
5495,9971,10076,2,1664,1144,1157,,,,,,,,,,,,,,,,,,,,,,,,,
5494,9971,10076,2,1664,1144,1157,,,,,,,,,,,,,,,,,,,,,,,,,
10091,9971,10076,2,1664,10075,,,,,,,,,,,,,,,,,,,,,,,,,,
10092,9971,10076,2,1664,10075,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,10093,10196,2,1664,1167,1180,,,,,,,,,,,,,,,,,,,,,,,,,
5503,10094,10197,2,1664,1167,1180,,,,,,,,,,,,,,,,,,,,,,,,,
5502,10094,10197,2,1664,1167,1180,,,,,,,,,,,,,,,,,,,,,,,,,
10211,10094,10197,2,1664,10196,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,10212,10317,2,1664,1190,1203,,,,,,,,,,,,,,,,,,,,,,,,,
5510,10213,10318,2,1664,1190,1203,,,,,,,,,,,,,,,,,,,,,,,,,
5508,10213,10318,2,1664,1190,1203,,,,,,,,,,,,,,,,,,,,,,,,,
10333,10213,10318,2,1664,10317,,,,,,,,,,,,,,,,,,,,,,,,,,
10334,10213,10318,2,1664,10317,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,10335,10438,2,1664,1213,1226,,,,,,,,,,,,,,,,,,,,,,,,,
5516,10336,10439,2,1664,1213,1226,,,,,,,,,,,,,,,,,,,,,,,,,
5517,10336,10439,2,1664,1213,1226,,,,,,,,,,,,,,,,,,,,,,,,,
10453,10336,10439,2,1664,10438,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,10454,10559,2,1664,1236,1249,,,,,,,,,,,,,,,,,,,,,,,,,
5522,10455,10560,2,1664,1236,1249,,,,,,,,,,,,,,,,,,,,,,,,,
5523,10455,10560,2,1664,1236,1249,,,,,,,,,,,,,,,,,,,,,,,,,
10575,10455,10560,2,1664,10559,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,10455,10560,2,1664,10559,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,10577,10683,2,1664,837,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,10577,10683,2,1664,837,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,10578,10684,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,10578,10684,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
10702,10578,10684,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
10703,10578,10684,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
10704,10578,10684,2,1664,10683,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,10705,10809,2,1664,894,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,10705,10809,2,1664,894,,,,,,,,,,,,,,,,,,,,,,,,,,
10825,10706,10810,2,1664,10809,,,,,,,,,,,,,,,,,,,,,,,,,,
10826,10706,10810,2,1664,10809,,,,,,,,,,,,,,,,,,,,,,,,,,
10827,10706,10810,2,1664,10809,,,,,,,,,,,,,,,,,,,,,,,,,,
10828,10706,10810,2,1664,10809,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,10829,10935,2,1664,989,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,10829,10935,2,1664,989,,,,,,,,,,,,,,,,,,,,,,,,,,
10952,10830,10936,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,10830,10936,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,10830,10936,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
10955,10830,10936,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
10956,10830,10936,2,1664,10935,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,10957,11061,2,1664,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5654,10957,11061,2,1664,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
11077,10958,11062,2,1664,11061,,,,,,,,,,,,,,,,,,,,,,,,,,
11078,10958,11062,2,1664,11061,,,,,,,,,,,,,,,,,,,,,,,,,,
11079,10958,11062,2,1664,11061,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,10958,11062,2,1664,11061,,,,,,,,,,,,,,,,,,,,,,,,,,
